id(PK),email(UK),phone(UK),name,track(NN),background,history,pretest,github,status,round
149,jungle0000149@apply.kr,010-0000-0149,장민우,game_lab,student,major_software_grade_2,84,gh_0000149,final_wait,2026_spring
150,jungle0000150@apply.kr,010-0000-0150,임민우,game_tech_lab,student,major_software_grade_2,44,gh_0000150,rejected,2026_spring
151,jungle0000151@apply.kr,010-0000-0151,한민우,sw_ai_lab,student,major_ai_grade_2,70,gh_0000151,pretest_pass,2026_spring
152,jungle0000152@apply.kr,010-0000-0152,오민우,game_lab,student,major_ai_grade_2,96,none,final_wait,2026_spring
153,jungle0000153@apply.kr,010-0000-0153,서민우,game_tech_lab,student,major_ai_grade_2,56,gh_0000153,submitted,2026_spring
154,jungle0000154@apply.kr,010-0000-0154,신민우,sw_ai_lab,student,major_game_grade_2,82,gh_0000154,final_wait,2026_spring
155,jungle0000155@apply.kr,010-0000-0155,권민우,game_lab,student,major_game_grade_3,42,none,final_wait,2026_spring
156,jungle0000156@apply.kr,010-0000-0156,황민우,game_tech_lab,student,major_game_grade_3,68,gh_0000156,pretest_pass,2026_spring
157,jungle0000157@apply.kr,010-0000-0157,안민우,sw_ai_lab,student,major_math_grade_3,94,gh_0000157,final_wait,2026_spring
158,jungle0000158@apply.kr,010-0000-0158,송민우,game_lab,student,major_math_grade_3,54,gh_0000158,submitted,2026_spring
159,jungle0000159@apply.kr,010-0000-0159,전민우,game_tech_lab,student,major_math_grade_3,80,gh_0000159,interview_wait,2026_spring
160,jungle0000160@apply.kr,010-0000-0160,홍민우,sw_ai_lab,student,major_physics_grade_3,40,gh_0000160,rejected,2026_spring
161,jungle0000161@apply.kr,010-0000-0161,김민서,game_lab,student,major_physics_grade_3,66,gh_0000161,pretest_pass,2026_spring
162,jungle0000162@apply.kr,010-0000-0162,이민서,game_tech_lab,student,major_physics_grade_4,92,none,final_wait,2026_spring
163,jungle0000163@apply.kr,010-0000-0163,박민서,sw_ai_lab,newgrad,major_stats_graduate,52,gh_0000163,submitted,2026_spring
164,jungle0000164@apply.kr,010-0000-0164,최민서,game_lab,newgrad,major_stats_graduate,78,gh_0000164,pretest_pass,2026_spring
165,jungle0000165@apply.kr,010-0000-0165,정민서,game_tech_lab,newgrad,major_stats_graduate,38,gh_0000165,rejected,2026_spring
166,jungle0000166@apply.kr,010-0000-0166,강민서,sw_ai_lab,newgrad,major_design_graduate,64,gh_0000166,submitted,2026_spring
167,jungle0000167@apply.kr,010-0000-0167,조민서,game_lab,newgrad,major_design_graduate,90,gh_0000167,final_wait,2026_spring
168,jungle0000168@apply.kr,010-0000-0168,윤민서,game_tech_lab,newgrad,major_design_graduate,50,gh_0000168,submitted,2026_spring
169,jungle0000169@apply.kr,010-0000-0169,장민서,sw_ai_lab,newgrad,major_ee_graduate,76,gh_0000169,pretest_pass,2026_spring
170,jungle0000170@apply.kr,010-0000-0170,임민서,game_lab,newgrad,major_ee_graduate,36,gh_0000170,final_wait,2026_spring
171,jungle0000171@apply.kr,010-0000-0171,한민서,game_tech_lab,newgrad,major_ee_graduate,62,gh_0000171,submitted,2026_spring
172,jungle0000172@apply.kr,010-0000-0172,오민서,sw_ai_lab,newgrad,major_business_graduate,88,gh_0000172,interview_wait,2026_spring
173,jungle0000173@apply.kr,010-0000-0173,서민서,game_lab,newgrad,major_business_graduate,48,gh_0000173,rejected,2026_spring
174,jungle0000174@apply.kr,010-0000-0174,신민서,game_tech_lab,newgrad,major_business_graduate,74,gh_0000174,final_wait,2026_spring
175,jungle0000175@apply.kr,010-0000-0175,권민서,sw_ai_lab,incumbent,game_server_4y,100,gh_0000175,final_wait,2026_spring
176,jungle0000176@apply.kr,010-0000-0176,황민서,game_lab,incumbent,backend_4y,60,gh_0000176,submitted,2026_spring
177,jungle0000177@apply.kr,010-0000-0177,안민서,game_tech_lab,incumbent,backend_5y,86,gh_0000177,interview_wait,2026_spring
178,jungle0000178@apply.kr,010-0000-0178,송민서,sw_ai_lab,incumbent,backend_5y,46,gh_0000178,rejected,2026_spring
179,jungle0000179@apply.kr,010-0000-0179,전민서,game_lab,incumbent,backend_5y,72,gh_0000179,pretest_pass,2026_spring
180,jungle0000180@apply.kr,010-0000-0180,홍민서,game_tech_lab,incumbent,backend_5y,98,gh_0000180,final_pass,2026_spring
181,jungle0000181@apply.kr,010-0000-0181,김민진,sw_ai_lab,incumbent,frontend_5y,58,gh_0000181,submitted,2026_spring
182,jungle0000182@apply.kr,010-0000-0182,이민진,game_lab,incumbent,frontend_5y,84,gh_0000182,interview_wait,2026_spring
183,jungle0000183@apply.kr,010-0000-0183,박민진,game_tech_lab,incumbent,frontend_5y,44,gh_0000183,rejected,2026_spring
184,jungle0000184@apply.kr,010-0000-0184,최민진,sw_ai_lab,incumbent,frontend_5y,70,gh_0000184,pretest_pass,2026_spring
185,jungle0000185@apply.kr,010-0000-0185,정민진,game_lab,incumbent,frontend_5y,96,gh_0000185,final_wait,2026_spring
186,jungle0000186@apply.kr,010-0000-0186,강민진,game_tech_lab,incumbent,data_5y,56,gh_0000186,submitted,2026_spring
187,jungle0000187@apply.kr,010-0000-0187,조민진,sw_ai_lab,switcher,accounting_7y,82,gh_0000187,interview_wait,2026_spring
188,jungle0000188@apply.kr,010-0000-0188,윤민진,game_lab,switcher,accounting_7y,42,gh_0000188,rejected,2026_spring
189,jungle0000189@apply.kr,010-0000-0189,장민진,game_tech_lab,switcher,accounting_7y,68,gh_0000189,pretest_pass,2026_spring
190,jungle0000190@apply.kr,010-0000-0190,임민진,sw_ai_lab,switcher,designer_7y,94,gh_0000190,final_wait,2026_spring
191,jungle0000191@apply.kr,010-0000-0191,한민진,game_lab,switcher,designer_7y,54,gh_0000191,final_wait,2026_spring
192,jungle0000192@apply.kr,010-0000-0192,오민진,game_tech_lab,switcher,designer_7y,80,gh_0000192,interview_wait,2026_spring
193,jungle0000193@apply.kr,010-0000-0193,서민진,sw_ai_lab,switcher,designer_7y,40,none,final_wait,2026_spring
194,jungle0000194@apply.kr,010-0000-0194,신민진,game_lab,switcher,designer_7y,66,gh_0000194,final_wait,2026_spring
195,jungle0000195@apply.kr,010-0000-0195,권민진,game_tech_lab,switcher,designer_7y,97,gh_0000195,final_wait,2026_spring
196,jungle0000196@apply.kr,010-0000-0196,황민진,sw_ai_lab,selftaught,academy_12m,57,gh_0000196,submitted,2026_spring
197,jungle0000197@apply.kr,010-0000-0197,안민진,game_lab,selftaught,academy_12m,83,gh_0000197,interview_wait,2026_spring
198,jungle0000198@apply.kr,010-0000-0198,송민진,game_tech_lab,selftaught,academy_12m,43,gh_0000198,rejected,2026_spring
199,jungle0000199@apply.kr,010-0000-0199,전민진,sw_ai_lab,selftaught,academy_12m,69,gh_0000199,pretest_pass,2026_spring
200,jungle0000200@apply.kr,010-0000-0200,홍민진,game_lab,selftaught,academy_12m,95,gh_0000200,final_wait,2026_spring
201,jungle0000201@apply.kr,010-0000-0201,김민수,game_tech_lab,student,major_stats_grade_1,55,gh_0000201,final_wait,2026_spring
202,jungle0000202@apply.kr,010-0000-0202,이민수,sw_ai_lab,student,major_design_grade_1,81,gh_0000202,interview_wait,2026_spring
203,jungle0000203@apply.kr,010-0000-0203,박민수,game_lab,student,major_design_grade_1,41,gh_0000203,final_wait,2026_spring
204,jungle0000204@apply.kr,010-0000-0204,최민수,game_tech_lab,student,major_design_grade_2,67,gh_0000204,pretest_pass,2026_spring
205,jungle0000205@apply.kr,010-0000-0205,정민수,sw_ai_lab,student,major_ee_grade_2,93,gh_0000205,final_wait,2026_spring
206,jungle0000206@apply.kr,010-0000-0206,강민수,game_lab,student,major_ee_grade_2,53,gh_0000206,final_wait,2026_spring
207,jungle0000207@apply.kr,010-0000-0207,조민수,game_tech_lab,student,major_ee_grade_2,79,none,pretest_pass,2026_spring
208,jungle0000208@apply.kr,010-0000-0208,윤민수,sw_ai_lab,student,major_business_grade_2,39,gh_0000208,rejected,2026_spring
209,jungle0000209@apply.kr,010-0000-0209,장민수,game_lab,student,major_business_grade_2,65,gh_0000209,pretest_pass,2026_spring
210,jungle0000210@apply.kr,010-0000-0210,임민수,game_tech_lab,student,major_business_grade_2,91,gh_0000210,final_wait,2026_spring
211,jungle0000211@apply.kr,010-0000-0211,한민수,sw_ai_lab,student,major_english_grade_3,51,gh_0000211,final_wait,2026_spring
